,Njogador,Temporada,Time,Adv,C_F,Jogador,Min,Pts_C,Pts_T,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
4293,11,19,Pinheiros,Mogi,2,Equipe,0:0,69,167,7,25,19,38,10,16,17,27,44,15,4,3,22,18,14,1
4294,0,19,Bauru,Basq. Cearense,1,Wiggins,36:3,23,41,2,5,5,9,7,8,1,2,3,0,0,1,2,5,4,0
4295,1,19,Bauru,Basq. Cearense,1,Massey,33:9,20,39,3,7,4,6,3,6,2,9,11,3,0,0,3,6,2,0
4296,2,19,Bauru,Basq. Cearense,1,Faggiano,34:2,19,26,2,2,4,7,5,6,0,1,1,9,2,0,3,5,1,0
4297,3,19,Bauru,Basq. Cearense,1,Renato,31:4,17,37,0,3,7,11,3,6,3,5,8,2,0,0,2,6,0,0
4298,4,19,Bauru,Basq. Cearense,1,Pará,27:1,5,19,1,5,1,2,0,0,0,4,4,1,1,0,4,1,0,0
4299,5,19,Bauru,Basq. Cearense,1,Emanuel,6:8,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
4300,6,19,Bauru,Basq. Cearense,1,Brito,5:8,2,4,0,0,0,1,2,2,0,2,2,0,0,0,1,3,1,0
4301,7,19,Bauru,Basq. Cearense,1,Gabriel Jaú,12:6,2,4,0,0,1,2,0,0,0,2,2,1,1,0,5,0,1,1
4302,8,19,Bauru,Basq. Cearense,1,Mendes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,9,19,Bauru,Basq. Cearense,1,Crescenzi,12:0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0
4304,10,19,Bauru,Basq. Cearense,1,Malachias,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,11,19,Bauru,Basq. Cearense,1,Equipe,0:0,90,175,8,23,23,39,20,28,7,26,33,17,7,1,22,26,12,1
4306,0,19,Basq. Cearense,Bauru,2,Felipe,28:7,18,31,0,0,6,11,6,9,5,8,13,2,1,0,4,6,2,0
4307,1,19,Basq. Cearense,Bauru,2,Davis,20:7,15,23,5,7,0,1,0,0,0,1,1,0,0,0,1,1,0,0
4308,2,19,Basq. Cearense,Bauru,2,Brite,20:3,11,22,1,4,2,2,4,6,1,1,2,6,1,0,4,3,3,0
4309,3,19,Basq. Cearense,Bauru,2,Rashaun,34:9,11,30,1,4,4,9,0,0,0,3,3,1,0,0,3,3,3,0
4310,4,19,Basq. Cearense,Bauru,2,Alex,26:3,10,26,1,4,3,6,1,2,0,2,2,3,0,0,4,1,2,0
4311,5,19,Basq. Cearense,Bauru,2,Sualisson,18:2,9,18,0,1,4,6,1,3,0,3,3,0,0,1,4,2,2,1
4312,6,19,Basq. Cearense,Bauru,2,Vinicius,24:1,4,10,0,0,2,5,0,0,2,4,6,1,1,0,3,5,1,0
4313,7,19,Basq. Cearense,Bauru,2,Cauê,19:7,2,4,0,0,1,2,0,0,1,4,5,7,1,0,1,0,2,0
4314,8,19,Basq. Cearense,Bauru,2,Armani,0:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,9,19,Basq. Cearense,Bauru,2,Mathias,6:7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
4316,10,19,Basq. Cearense,Bauru,2,Gabriel,0:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,11,19,Basq. Cearense,Bauru,2,Equipe,0:0,80,164,8,20,22,42,12,20,10,28,38,20,4,1,27,21,18,1
4318,0,19,Rio Claro,Brasília,1,Jefferson,28:7,16,30,2,4,4,8,2,2,0,2,2,4,2,0,3,2,4,0
4319,1,19,Rio Claro,Brasília,1,Pastor,25:5,11,17,1,2,2,3,4,5,1,2,3,1,0,0,1,4,0,0
4320,2,19,Rio Claro,Brasília,1,Pedro,15:5,9,14,0,1,3,3,3,5,0,1,1,1,0,0,2,3,1,0
4321,3,19,Rio Claro,Brasília,1,Enzo,23:8,8,29,2,9,1,1,0,0,0,3,3,1,0,0,1,2,2,0
4322,4,19,Rio Claro,Brasília,1,Gerson,16:1,6,8,0,0,3,4,0,0,1,2,3,1,2,0,5,0,1,1
4323,5,19,Rio Claro,Brasília,1,Lucão,17:0,6,12,0,0,2,4,2,4,1,1,2,3,2,0,5,2,0,1
4324,6,19,Rio Claro,Brasília,1,Thiaguinho,15:8,6,10,1,2,1,1,1,2,0,2,2,1,0,0,1,2,0,0
4325,7,19,Rio Claro,Brasília,1,Ansaloni,12:9,5,8,1,2,0,0,2,2,0,4,4,1,1,0,4,1,3,0
4326,8,19,Rio Claro,Brasília,1,Baxley,14:8,4,14,0,2,1,3,2,2,0,2,2,1,0,0,1,3,0,0
4327,9,19,Rio Claro,Brasília,1,Sahdi,19:6,3,3,1,1,0,0,0,0,0,1,1,4,0,0,1,4,5,0
4328,10,19,Rio Claro,Brasília,1,Lucious,10:1,1,7,0,1,0,1,1,2,0,1,1,1,0,0,0,1,1,0
4329,11,19,Rio Claro,Brasília,1,Lelê,0:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,12,19,Rio Claro,Brasília,1,Equipe,0:0,75,152,8,24,17,28,17,24,3,23,26,19,7,0,25,24,17,2
4331,0,19,Brasília,Rio Claro,2,Ronald,34:4,22,26,0,0,9,11,4,4,2,5,7,1,1,1,2,4,3,2
4332,1,19,Brasília,Rio Claro,2,Arthur,26:7,17,34,0,3,8,11,1,3,1,2,3,2,0,0,3,3,1,0
4333,2,19,Brasília,Rio Claro,2,Nezinho,31:0,12,19,2,3,1,3,4,4,0,2,2,13,4,1,4,6,7,0
4334,3,19,Brasília,Rio Claro,2,Pedro,21:4,11,14,1,1,2,3,4,5,0,0,0,0,0,0,3,2,1,0
4335,4,19,Brasília,Rio Claro,2,Pedrinho Rava,15:3,9,12,1,1,1,2,4,5,2,2,4,3,3,0,1,5,1,0
4336,5,19,Brasília,Rio Claro,2,Gui Bento,9:6,5,14,1,4,1,1,0,0,0,2,2,1,0,0,1,0,0,1
4337,6,19,Brasília,Rio Claro,2,Gui Santos,22:8,5,14,1,2,1,4,0,0,1,0,1,0,0,0,2,1,0,0
4338,7,19,Brasília,Rio Claro,2,Rafa Moreira,18:5,3,11,1,3,0,1,0,0,0,4,4,1,0,0,4,1,1,0
4339,8,19,Brasília,Rio Claro,2,B. Fiorotto,19:8,2,10,0,0,1,5,0,0,0,9,9,3,0,0,4,2,3,0
4340,9,19,Brasília,Rio Claro,2,Marcelão,0:6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4341,10,19,Brasília,Rio Claro,2,Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,11,19,Brasília,Rio Claro,2,Equipe,0:0,86,154,7,17,24,41,17,21,7,26,33,24,8,2,24,24,17,3
4343,0,19,São José,Pinheiros,1,Mariani,32:6,23,43,4,8,3,7,5,5,0,0,0,2,0,0,2,3,3,0
4344,1,19,São José,Pinheiros,1,Rafael,29:6,20,40,0,4,8,11,4,6,0,4,4,2,1,0,4,6,0,0
4345,2,19,São José,Pinheiros,1,Figueredo,40:6,13,28,2,6,3,4,1,2,0,3,3,4,1,0,3,2,2,0
4346,3,19,São José,Pinheiros,1,Duda,28:5,8,23,0,5,1,1,6,6,0,4,4,1,0,0,3,5,5,0
4347,4,19,São José,Pinheiros,1,L. Eltink,22:3,7,12,1,2,2,3,0,0,0,1,1,1,0,1,1,0,0,1
4348,5,19,São José,Pinheiros,1,Ambrosino,15:4,6,15,0,1,3,6,0,0,0,2,2,0,0,0,3,0,2,0
4349,6,19,São José,Pinheiros,1,Conceição,16:6,3,4,0,0,1,1,1,2,2,1,3,3,0,0,5,2,1,0
4350,7,19,São José,Pinheiros,1,Buemo,7:8,3,3,1,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0
4351,8,19,São José,Pinheiros,1,Lupa,22:8,1,2,0,0,0,0,1,2,3,4,7,5,0,1,4,1,0,0
4352,9,19,São José,Pinheiros,1,Eugeniusz,3:2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
4353,10,19,São José,Pinheiros,1,Abner,5:6,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
4354,11,19,São José,Pinheiros,1,Guga,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,12,19,São José,Pinheiros,1,Equipe,0:0,84,172,8,27,21,34,18,23,7,23,30,21,4,2,28,19,16,1
4356,0,19,Pinheiros,São José,2,Bennett,40:0,22,31,0,2,10,11,2,3,0,1,1,4,1,0,1,3,0,1
4357,1,19,Pinheiros,São José,2,Toledo,36:0,14,30,0,0,3,10,8,10,8,5,13,2,4,0,3,9,3,0
4358,2,19,Pinheiros,São José,2,Betinho,28:5,14,25,0,2,4,6,6,7,0,1,1,2,1,0,5,6,3,0
4359,3,19,Pinheiros,São José,2,Dawkins,37:1,13,31,1,5,1,3,8,10,0,8,8,2,0,0,2,7,0,0
4360,4,19,Pinheiros,São José,2,Ware,17:5,8,16,1,3,2,3,1,1,1,3,4,0,0,1,1,1,1,0
4361,5,19,Pinheiros,São José,2,Buffat,24:9,7,13,0,1,3,4,1,2,1,3,4,1,0,0,4,1,2,0
4362,6,19,Pinheiros,São José,2,C. Torres,14:2,5,13,1,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0
4363,7,19,Pinheiros,São José,2,L. Cauê,13:9,4,11,0,1,2,4,0,0,0,1,1,0,0,0,0,0,0,1
4364,8,19,Pinheiros,São José,2,Mãozinha,5:9,2,2,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1
4365,9,19,Pinheiros,São José,2,Scaglia,6:1,0,9,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4366,10,19,Pinheiros,São José,2,G. Campos,1:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,11,19,Pinheiros,São José,2,Isaac,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,12,19,Pinheiros,São José,2,Equipe,0:0,89,181,3,18,27,47,26,33,12,26,38,13,8,1,19,27,10,3
4369,0,19,Botafogo,Paulistano,1,Cauê,29:9,17,27,2,4,4,6,3,3,1,4,5,2,2,0,3,3,3,0
4370,1,19,Botafogo,Paulistano,1,Lucas,27:1,15,35,2,6,4,8,1,1,0,4,4,1,0,1,3,2,3,1
4371,2,19,Botafogo,Paulistano,1,Freddie,27:9,13,19,0,1,3,3,7,10,1,4,5,3,3,0,4,7,1,1
4372,3,19,Botafogo,Paulistano,1,Diego,21:0,8,16,1,3,2,3,1,1,2,5,7,3,0,0,2,5,2,0
4373,4,19,Botafogo,Paulistano,1,Du Sommer,21:6,7,19,0,2,2,5,3,3,2,1,3,1,0,1,4,4,1,0
4374,5,19,Botafogo,Paulistano,1,Coelho,34:3,6,19,1,5,1,1,1,2,0,2,2,3,2,0,4,2,2,0
4375,6,19,Botafogo,Paulistano,1,Mogi,8:5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4376,7,19,Botafogo,Paulistano,1,Arthur,17:9,2,9,0,1,1,3,0,0,4,1,5,2,0,0,3,0,1,0
4377,8,19,Botafogo,Paulistano,1,Wesley,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,9,19,Botafogo,Paulistano,1,Paulinho,11:9,0,15,0,3,0,3,0,0,0,1,1,1,0,0,0,1,0,0
4379,10,19,Botafogo,Paulistano,1,Equipe,0:0,70,161,6,25,18,33,16,20,11,23,34,16,7,2,24,24,13,2
4380,0,19,Paulistano,Botafogo,2,Yago,34:5,16,35,3,8,2,4,3,3,1,2,3,6,0,0,2,5,4,0
4381,1,19,Paulistano,Botafogo,2,D. Coleman,22:3,12,35,2,7,1,4,4,6,0,1,1,1,2,0,5,3,2,0
4382,2,19,Paulistano,Botafogo,2,Dikembe,29:8,12,18,0,0,5,7,2,2,3,7,10,1,1,0,2,3,0,2
4383,3,19,Paulistano,Botafogo,2,Solano,30:7,11,27,3,5,0,3,2,6,0,6,6,7,3,1,4,7,3,0
4384,4,19,Paulistano,Botafogo,2,Ruivo,17:4,10,14,3,4,0,0,1,2,0,1,1,1,0,0,1,1,0,0
4385,5,19,Paulistano,Botafogo,2,Eddy,21:6,7,21,2,6,0,1,1,1,1,2,3,1,1,0,1,0,0,0
4386,6,19,Paulistano,Botafogo,2,Vitão,16:4,6,15,0,1,2,4,2,4,3,4,7,0,0,1,4,3,2,0
4387,7,19,Paulistano,Botafogo,2,Rafael,2:3,4,4,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,0
4388,8,19,Paulistano,Botafogo,2,Maique,21:9,4,6,0,0,2,3,0,0,2,1,3,0,1,0,3,0,3,1
4389,9,19,Paulistano,Botafogo,2,Jonatan,2:3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4390,10,19,Paulistano,Botafogo,2,Anderson,0:9,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4391,11,19,Paulistano,Botafogo,2,Equipe,0:0,84,179,13,31,14,29,17,26,15,25,40,17,8,2,24,23,15,3
4392,0,19,Sesi Franca,Basq. Cearense,1,David Jackson,32:2,20,38,3,6,3,7,5,6,2,3,5,5,0,2,3,5,1,0
4393,1,19,Sesi Franca,Basq. Cearense,1,Jimmy,31:8,15,26,2,4,4,6,1,2,4,3,7,0,0,0,2,1,3,0
4394,2,19,Sesi Franca,Basq. Cearense,1,Elinho,28:2,12,20,2,4,1,2,4,4,0,3,3,7,3,0,2,3,0,0
4395,3,19,Sesi Franca,Basq. Cearense,1,Schattmann,19:6,11,23,1,3,3,6,2,2,1,3,4,2,0,0,1,4,0,0
4396,4,19,Sesi Franca,Basq. Cearense,1,Lucas Dias,35:9,11,29,0,3,4,6,3,8,1,6,7,0,0,3,4,5,2,0
4397,5,19,Sesi Franca,Basq. Cearense,1,Cipolini,17:7,9,12,1,2,3,3,0,0,0,3,3,1,0,1,2,3,0,1
4398,6,19,Sesi Franca,Basq. Cearense,1,Parodi,23:7,7,25,1,5,1,4,2,2,0,3,3,6,1,0,1,1,3,0
4399,7,19,Sesi Franca,Basq. Cearense,1,Márcio,3:1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4400,8,19,Sesi Franca,Basq. Cearense,1,Guilherme,7:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4401,9,19,Sesi Franca,Basq. Cearense,1,Adyel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,10,19,Sesi Franca,Basq. Cearense,1,Augusto,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,11,19,Sesi Franca,Basq. Cearense,1,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4404,12,19,Sesi Franca,Basq. Cearense,1,Equipe,0:0,88,176,11,28,19,34,17,24,11,27,38,21,4,7,17,23,10,1
4405,0,19,Basq. Cearense,Sesi Franca,2,Felipe,35:2,18,42,0,3,6,13,6,7,7,7,14,0,2,0,4,4,0,0
4406,1,19,Basq. Cearense,Sesi Franca,2,Rashaun,32:2,14,37,1,6,5,9,1,1,1,5,6,4,1,0,2,4,0,0
4407,2,19,Basq. Cearense,Sesi Franca,2,Alex,26:0,12,35,2,5,2,8,2,4,1,1,2,0,1,0,5,2,0,0
4408,3,19,Basq. Cearense,Sesi Franca,2,Brite,24:1,9,21,0,2,4,7,1,1,1,2,3,2,3,0,2,2,3,0
4409,4,19,Basq. Cearense,Sesi Franca,2,Vinicius,21:4,8,18,0,0,3,8,2,2,2,3,5,0,1,0,3,3,2,0
4410,5,19,Basq. Cearense,Sesi Franca,2,Cauê,19:1,7,12,2,2,0,2,1,2,0,2,2,2,0,0,2,1,0,0
4411,6,19,Basq. Cearense,Sesi Franca,2,Davis,27:5,6,18,2,6,0,0,0,0,1,0,1,1,0,0,2,0,1,0
4412,7,19,Basq. Cearense,Sesi Franca,2,Mathias,14:2,6,6,0,0,2,2,2,2,1,3,4,0,0,0,3,1,0,0
4413,8,19,Basq. Cearense,Sesi Franca,2,Armani,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,9,19,Basq. Cearense,Sesi Franca,2,Gabriel,0:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4415,10,19,Basq. Cearense,Sesi Franca,2,Equipe,0:0,80,189,7,24,22,49,15,19,17,23,40,9,8,0,23,17,8,0
4416,0,19,Pato Basquete,Brasília,1,Augusto,13:5,12,18,2,4,3,3,0,0,1,1,2,1,0,0,4,1,5,0
4417,1,19,Pato Basquete,Brasília,1,Funches III,32:4,12,30,1,3,3,8,3,5,3,5,8,4,1,1,1,8,3,1
4418,2,19,Pato Basquete,Brasília,1,Gegê,27:6,11,17,3,5,0,0,2,2,0,5,5,5,3,0,4,4,2,0
4419,3,19,Pato Basquete,Brasília,1,Gustavo,24:3,11,24,1,4,3,5,2,2,1,4,5,1,1,0,2,2,1,0
4420,4,19,Pato Basquete,Brasília,1,Paulo,27:6,10,15,0,1,4,5,2,2,0,1,1,0,0,0,3,1,2,0
4421,5,19,Pato Basquete,Brasília,1,Smith,24:5,6,26,0,5,3,5,0,1,1,3,4,1,0,0,1,1,1,0
4422,6,19,Pato Basquete,Brasília,1,Leandro,15:3,5,14,1,4,1,1,0,0,0,2,2,1,0,0,4,2,0,0
4423,7,19,Pato Basquete,Brasília,1,Scheuer,11:1,4,6,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0
4424,8,19,Pato Basquete,Brasília,1,Rodrigues,17:2,2,6,0,0,0,2,2,2,0,1,1,0,0,0,4,2,2,0
4425,9,19,Pato Basquete,Brasília,1,Coimbra,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,10,19,Pato Basquete,Brasília,1,Murilo,6:5,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4427,11,19,Pato Basquete,Brasília,1,Aquiles,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,12,19,Pato Basquete,Brasília,1,Equipe,0:0,73,159,8,27,19,32,11,14,7,23,30,14,5,1,23,21,18,1
4429,0,19,Brasília,Pato Basquete,2,Nezinho,29:9,22,43,5,11,1,2,5,6,0,1,1,6,1,0,3,9,2,0
4430,1,19,Brasília,Pato Basquete,2,Arthur,25:7,13,21,2,3,3,5,1,2,2,2,4,1,0,0,2,4,1,0
4431,2,19,Brasília,Pato Basquete,2,Rafa Moreira,38:6,13,34,3,10,1,1,2,2,0,5,5,4,1,0,2,2,2,0
4432,3,19,Brasília,Pato Basquete,2,Pedro,23:9,7,17,1,3,2,4,0,0,0,2,2,2,1,0,1,1,2,0
4433,4,19,Brasília,Pato Basquete,2,Ronald,14:6,6,6,0,0,2,2,2,2,0,4,4,1,0,0,4,2,4,0
4434,5,19,Brasília,Pato Basquete,2,Gui Santos,20:4,5,15,0,1,2,5,1,2,0,4,4,2,0,0,2,4,3,0
4435,6,19,Brasília,Pato Basquete,2,B. Fiorotto,22:0,4,6,0,0,2,3,0,0,0,1,1,1,0,0,2,0,2,0
4436,7,19,Brasília,Pato Basquete,2,Marcelão,4:5,4,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0
4437,8,19,Brasília,Pato Basquete,2,Gui Bento,5:5,2,2,0,0,1,1,0,0,0,1,1,1,1,0,2,0,1,1
4438,9,19,Brasília,Pato Basquete,2,Gabriel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4439,10,19,Brasília,Pato Basquete,2,Pedrinho Rava,14:9,0,5,0,1,0,1,0,0,0,0,0,3,1,0,2,1,1,0
4440,11,19,Brasília,Pato Basquete,2,Equipe,0:0,76,153,11,29,16,26,11,14,5,25,30,21,5,0,21,23,19,1
4441,0,19,Bauru,UNIFACISA,1,Massey,35:0,21,43,5,11,2,4,2,2,1,11,12,0,4,1,3,3,3,0
4442,1,19,Bauru,UNIFACISA,1,Wiggins,37:2,19,36,2,6,5,7,3,4,2,4,6,4,0,0,4,5,2,1
4443,2,19,Bauru,UNIFACISA,1,Faggiano,35:2,15,29,1,4,4,6,4,5,0,5,5,6,1,0,4,4,2,0
4444,3,19,Bauru,UNIFACISA,1,Renato,27:0,15,20,1,2,6,7,0,0,2,0,2,4,1,0,4,2,3,2
4445,4,19,Bauru,UNIFACISA,1,Crescenzi,35:1,9,17,1,3,3,4,0,0,1,1,2,4,0,0,1,1,1,0
4446,5,19,Bauru,UNIFACISA,1,Gabriel Jaú,22:9,7,20,1,2,2,7,0,0,0,1,1,3,2,0,1,1,1,0
4447,6,19,Bauru,UNIFACISA,1,Brito,14:4,4,9,0,1,2,3,0,0,1,2,3,2,0,0,1,1,3,0
4448,7,19,Bauru,UNIFACISA,1,Pará,11:8,2,2,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
4449,8,19,Bauru,UNIFACISA,1,Emanuel,3:8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
4450,9,19,Bauru,UNIFACISA,1,Mendes,2:7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4451,10,19,Bauru,UNIFACISA,1,Malachias,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4452,11,19,Bauru,UNIFACISA,1,Equipe,0:0,92,176,11,29,25,39,9,11,9,26,35,25,8,1,20,17,16,3
4453,0,19,UNIFACISA,Bauru,2,Barnes,34:5,27,47,5,9,6,10,0,0,1,3,4,7,0,0,3,1,3,0
4454,1,19,UNIFACISA,Bauru,2,Douglas Nunes,34:1,14,22,2,4,4,5,0,0,4,7,11,1,1,1,3,2,1,0
4455,2,19,UNIFACISA,Bauru,2,Gemadinha,31:3,14,22,2,4,3,4,2,2,0,0,0,2,1,0,3,3,1,0
4456,3,19,UNIFACISA,Bauru,2,Pepo Vidal,29:3,11,21,2,3,1,4,3,4,1,0,1,10,3,0,1,3,3,0
4457,4,19,UNIFACISA,Bauru,2,Antonio,26:3,11,21,1,1,2,6,4,6,1,3,4,2,3,0,1,5,2,0
4458,5,19,UNIFACISA,Bauru,2,Spencer,27:3,9,19,1,3,3,5,0,0,0,1,1,2,1,0,1,2,1,1
4459,6,19,UNIFACISA,Bauru,2,Gabriel,30:4,7,18,1,2,1,5,2,2,1,0,1,0,0,0,4,3,2,0
4460,7,19,UNIFACISA,Bauru,2,João Vitor,11:4,6,6,0,0,3,3,0,0,0,3,3,0,2,3,1,1,1,1
4461,8,19,UNIFACISA,Bauru,2,R. Piru,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4462,9,19,UNIFACISA,Bauru,2,Pezão,0:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,10,19,UNIFACISA,Bauru,2,Equipe,0:0,99,176,14,26,23,42,11,14,8,24,32,24,11,4,17,20,14,2
4464,0,19,Rio Claro,Pinheiros,1,Enzo,27:6,15,30,4,9,0,0,3,3,1,1,2,2,0,0,5,3,1,0
4465,1,19,Rio Claro,Pinheiros,1,Lucious,25:2,14,25,3,5,2,4,1,2,1,4,5,1,1,0,1,4,2,0
4466,2,19,Rio Claro,Pinheiros,1,Sahdi,24:0,13,22,3,4,0,2,4,6,0,3,3,5,0,0,2,6,4,0
4467,3,19,Rio Claro,Pinheiros,1,Gerson,35:9,12,16,0,0,6,8,0,0,1,10,11,0,0,0,3,0,1,4
4468,4,19,Rio Claro,Pinheiros,1,Baxley,24:0,10,25,0,2,2,6,6,7,0,1,1,3,1,0,3,4,3,0
4469,5,19,Rio Claro,Pinheiros,1,Ansaloni,16:5,5,11,0,1,2,3,1,2,3,4,7,1,0,1,4,2,2,0
4470,6,19,Rio Claro,Pinheiros,1,Thiaguinho,10:0,4,9,0,1,2,3,0,0,0,2,2,0,1,0,0,1,0,0
4471,7,19,Rio Claro,Pinheiros,1,Pastor,10:7,2,8,0,2,1,1,0,0,0,1,1,0,0,0,3,2,0,0
4472,8,19,Rio Claro,Pinheiros,1,Lucão,11:9,1,4,0,0,0,1,1,2,0,3,3,1,0,1,1,1,1,0
4473,9,19,Rio Claro,Pinheiros,1,Lelê,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,10,19,Rio Claro,Pinheiros,1,Prochnow,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4475,11,19,Rio Claro,Pinheiros,1,Jefferson,14:3,0,17,0,5,0,1,0,0,0,0,0,3,2,0,2,0,0,0
4476,12,19,Rio Claro,Pinheiros,1,Equipe,0:0,76,167,10,29,15,29,16,22,8,29,37,16,5,2,24,23,14,4
4477,0,19,Pinheiros,Rio Claro,2,Bennett,34:7,19,33,1,3,6,9,4,6,0,1,1,4,2,0,3,4,2,1
4478,1,19,Pinheiros,Rio Claro,2,Betinho,32:6,17,35,1,4,4,8,6,7,0,5,5,3,3,0,1,7,1,0
4479,2,19,Pinheiros,Rio Claro,2,Dawkins,32:0,15,33,3,7,2,4,2,4,1,7,8,1,2,1,4,4,5,0
4480,3,19,Pinheiros,Rio Claro,2,Toledo,25:1,12,18,0,0,6,8,0,2,2,3,5,0,3,0,2,4,2,0
4481,4,19,Pinheiros,Rio Claro,2,L. Cauê,18:1,11,17,1,1,4,7,0,0,4,3,7,0,0,0,4,0,0,2
4482,5,19,Pinheiros,Rio Claro,2,Ware,21:2,7,25,1,5,1,3,2,4,3,5,8,2,0,0,3,4,0,0
4483,6,19,Pinheiros,Rio Claro,2,Buffat,11:4,0,2,0,0,0,1,0,0,0,3,3,0,0,0,4,0,0,0
4484,7,19,Pinheiros,Rio Claro,2,Isaac,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,8,19,Pinheiros,Rio Claro,2,C. Torres,14:6,0,14,0,2,0,4,0,0,0,0,0,0,0,0,2,1,1,0
4486,9,19,Pinheiros,Rio Claro,2,Scaglia,10:0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4487,10,19,Pinheiros,Rio Claro,2,Viana,0:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,11,19,Pinheiros,Rio Claro,2,Equipe,0:0,81,179,7,22,23,45,14,23,13,29,42,10,10,1,24,24,12,3
4489,0,19,São José,Corinthians,1,Figueredo,33:4,17,33,1,5,7,9,0,0,2,3,5,7,2,0,2,2,1,0
4490,1,19,São José,Corinthians,1,Rafael,25:2,11,23,0,1,4,8,3,4,0,4,4,1,2,0,2,3,1,0
4491,2,19,São José,Corinthians,1,Lupa,22:0,11,18,0,0,5,8,1,2,1,2,3,1,2,0,2,2,1,1
4492,3,19,São José,Corinthians,1,Mariani,31:9,10,17,1,2,3,5,1,1,0,4,4,4,1,0,0,2,3,0
4493,4,19,São José,Corinthians,1,Duda,28:8,9,34,3,10,0,2,0,0,0,3,3,5,1,0,2,2,2,0
4494,5,19,São José,Corinthians,1,Buemo,11:5,4,10,1,2,0,1,1,2,1,0,1,1,0,0,2,1,1,0
4495,6,19,São José,Corinthians,1,Conceição,13:1,2,11,0,1,1,4,0,0,1,0,1,0,0,0,3,0,1,0
4496,7,19,São José,Corinthians,1,Ambrosino,14:9,2,7,0,1,1,2,0,0,2,2,4,1,0,0,0,0,0,0
4497,8,19,São José,Corinthians,1,Eugeniusz,4:6,2,6,0,0,1,3,0,0,1,0,1,0,1,0,4,1,0,0
