,Time,Oponente,Data,Casa/Fora,Classificatoria/Playoffs,Nome,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_C,LL_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN,substituicao_entra,substituicao_sai,Ar_Pts_C,Ar_Pts_T,Pts_C,Pts_T,posse_de_bola_Oliver,Diferenca_Placar,Vitoria/Derrota,Periodos_Positivos,posse_de_bola,Ataques/min,Tempo_de_posse,Semana
289,Bauru,Minas,14/02/2018 20:00,fora,2º TURNO,Equipe,42,78,28,74,11,14,10,31,41,19,5,4,22,19,10,2,19,14,26,63,81,166,69.0,15.0,vitória,6,69,3.45,20,LSB 51  X  64 VER RELATÓRIO  JLE
290,Vitória,VipTech CMB,15/02/2018 19:00,casa,2º TURNO,Equipe,39,75,36,92,13,18,15,31,46,20,7,1,19,17,19,2,25,20,29,71,88,185,82.0,9.0,vitória,7,73,3.84,19,MIN 66  X  81 VER RELATÓRIO  BAU
291,VipTech CMB,Vitória,15/02/2018 19:00,fora,2º TURNO,Equipe,39,87,26,80,14,17,10,21,31,13,14,6,17,19,12,0,32,27,26,69,79,184,79.0,-9.0,derrota,6,74,3.52,21,MIN 66  X  81 VER RELATÓRIO  BAU
292,Fortaleza Basquete,Paulistano,15/02/2018 20:30,casa,2º TURNO,Equipe,27,117,26,56,7,10,15,22,37,9,9,3,15,13,11,0,26,21,22,67,60,183,68.0,-21.0,derrota,1,69,3.45,20,VIT 88  X  79 VER RELATÓRIO  CMO
293,Paulistano,Fortaleza Basquete,15/02/2018 20:30,fora,2º TURNO,Equipe,48,81,26,64,7,11,7,29,36,17,5,2,14,14,11,1,26,21,28,59,81,156,68.0,21.0,vitória,7,68,3.58,19,VIT 88  X  79 VER RELATÓRIO  CMO
294,Flamengo,Sesi Franca,15/02/2018 20:30,casa,2º TURNO,Equipe,33,96,38,82,15,25,20,30,50,22,7,2,25,22,15,1,18,13,29,73,86,203,79.0,20.0,vitória,5,78,3.55,22,CEA 60  X  81 VER RELATÓRIO  CAP
295,Sesi Franca,Flamengo,15/02/2018 20:30,fora,2º TURNO,Equipe,15,60,28,82,23,28,12,27,39,10,10,2,24,23,17,2,32,27,17,61,66,170,79.0,-20.0,derrota,3,77,4.28,18,CEA 60  X  81 VER RELATÓRIO  CAP
296,Pinheiros,Joinville   AABJ ,15/02/2018 21:15,casa,2º TURNO,Equipe,39,69,52,78,17,22,8,30,38,28,12,2,17,18,15,2,28,38,37,62,108,169,79.0,49.0,vitória,10,77,4.05,19,FLA 86  X  66 VER RELATÓRIO  FRA
297,Joinville   AABJ ,Pinheiros,15/02/2018 21:15,fora,2º TURNO,Equipe,24,93,18,50,17,20,10,15,25,13,10,1,18,15,22,2,27,37,15,56,59,163,76.0,-49.0,derrota,3,76,3.62,21,FLA 86  X  66 VER RELATÓRIO  FRA
298,Mogi das Cruzes,KTO Caxias do Sul,16/02/2018 19:30,casa,2º TURNO,Equipe,27,75,34,72,15,23,15,28,43,20,11,1,19,22,19,1,33,33,25,61,76,170,75.0,1.0,vitória,3,74,3.89,19,PIN 108  X  59 VER RELATÓRIO  JLE
299,KTO Caxias do Sul,Mogi das Cruzes,16/02/2018 19:30,fora,2º TURNO,Equipe,21,75,36,66,18,24,7,23,30,16,12,2,23,19,15,1,26,25,24,58,75,165,75.0,-1.0,derrota,4,74,3.52,21,PIN 108  X  59 VER RELATÓRIO  JLE
300,Botafogo,Vasco da Gama,16/02/2018 20:00,casa,2º TURNO,Equipe,30,72,44,68,13,18,9,21,30,22,9,3,25,21,14,2,24,19,30,58,87,158,71.0,-7.0,derrota,5,70,3.5,20,MOG 76  X  75 VER RELATÓRIO  CAX
301,Vasco da Gama,Botafogo,16/02/2018 20:00,fora,2º TURNO,Equipe,48,102,26,48,20,26,8,19,27,24,6,0,21,24,10,1,38,33,28,58,94,176,70.0,7.0,vitória,7,70,3.5,20,MOG 76  X  75 VER RELATÓRIO  CAX
302,Flamengo,Bauru,16/02/2018 20:00,casa,2º TURNO,Equipe,24,54,34,82,17,18,7,29,36,15,7,3,21,18,14,1,21,16,24,59,75,154,73.0,14.0,vitória,8,72,3.6,20,BOT 87  X  94 VER RELATÓRIO  VAS
303,Bauru,Flamengo,16/02/2018 20:00,fora,2º TURNO,Equipe,15,57,30,68,16,22,5,27,32,19,7,3,19,20,17,2,27,22,18,53,61,147,75.0,-14.0,derrota,5,72,3.6,20,BOT 87  X  94 VER RELATÓRIO  VAS
304,Fortaleza Basquete,VipTech CMB,17/02/2018 14:00,casa,2º TURNO,Equipe,27,96,42,94,8,18,23,28,51,10,12,2,12,17,11,2,14,9,28,79,77,208,75.0,8.0,vitória,7,76,3.3,23,FLA 75  X  61 VER RELATÓRIO  BAU
305,VipTech CMB,Fortaleza Basquete,17/02/2018 14:00,fora,2º TURNO,Equipe,30,84,36,84,3,6,14,32,46,16,4,1,17,11,17,0,21,16,28,70,69,174,75.0,-8.0,derrota,7,75,3.41,22,FLA 75  X  61 VER RELATÓRIO  BAU
306,Vitória,Paulistano,17/02/2018 19:00,casa,2º TURNO,Equipe,21,87,32,76,15,18,13,26,39,18,6,1,22,17,12,0,32,27,23,67,68,181,74.0,-22.0,derrota,4,71,3.74,19,CEA 77  X  69 VER RELATÓRIO  CMO
307,Paulistano,Vitória,17/02/2018 19:00,fora,2º TURNO,Equipe,42,123,32,62,16,21,14,29,43,21,8,1,18,20,10,2,40,35,28,72,90,206,76.0,22.0,vitória,9,71,3.55,20,CEA 77  X  69 VER RELATÓRIO  CMO
308,Minas,Sesi Franca,17/02/2018 20:00,casa,2º TURNO,Equipe,30,81,22,52,13,17,4,17,21,16,11,3,16,20,17,4,22,17,17,53,65,150,74.0,-19.0,derrota,4,72,3.6,20,VIT 68  X  90 VER RELATÓRIO  CAP
309,Sesi Franca,Minas,17/02/2018 20:00,fora,2º TURNO,Equipe,33,66,40,68,11,16,9,26,35,23,11,6,20,16,19,5,23,18,26,56,84,150,73.0,19.0,vitória,8,71,3.55,20,VIT 68  X  90 VER RELATÓRIO  CAP
310,Mogi das Cruzes,Joinville   AABJ ,18/02/2018 11:00,casa,2º TURNO,Equipe,24,93,44,64,9,11,9,28,37,20,11,1,15,15,16,3,27,22,27,63,77,168,74.0,10.0,vitória,6,74,3.89,19,MIN 65  X  84 VER RELATÓRIO  FRA
311,Joinville   AABJ ,Mogi das Cruzes,18/02/2018 11:00,fora,2º TURNO,Equipe,33,84,28,56,6,10,4,24,28,20,10,2,15,15,16,0,22,17,25,56,67,150,72.0,-10.0,derrota,3,73,3.48,21,MIN 65  X  84 VER RELATÓRIO  FRA
312,Liga Sorocabana,KTO Caxias do Sul,18/02/2018 19:00,casa,2º TURNO,Equipe,21,66,32,62,18,27,13,17,30,17,3,0,25,20,10,3,43,48,20,53,71,155,61.0,-3.0,derrota,6,62,2.82,22,MOG 77  X  67 VER RELATÓRIO  JLE
313,KTO Caxias do Sul,Liga Sorocabana,18/02/2018 19:00,fora,2º TURNO,Equipe,18,45,40,64,16,24,6,22,28,12,5,3,23,25,10,0,34,39,26,47,74,133,61.0,3.0,vitória,7,62,3.44,18,MOG 77  X  67 VER RELATÓRIO  JLE
314,Botafogo,Minas,19/02/2018 20:00,casa,2º TURNO,Equipe,24,69,30,76,16,18,9,21,30,11,14,1,23,17,12,1,33,28,22,61,70,163,72.0,-6.0,derrota,6,72,3.79,19,LSB 71  X  74 VER RELATÓRIO  CAX
315,Minas,Botafogo,19/02/2018 20:00,fora,2º TURNO,Equipe,30,78,34,52,12,18,8,29,37,20,8,6,17,22,23,2,30,25,25,52,76,148,75.0,6.0,vitória,6,73,3.48,21,LSB 71  X  74 VER RELATÓRIO  CAX
316,VipTech CMB,Liga Sorocabana,20/02/2018 19:30,casa,2º TURNO,Equipe,36,93,24,70,12,20,16,18,34,17,9,0,20,21,12,2,31,26,22,66,72,183,71.0,-4.0,derrota,2,68,3.4,20,BOT 70  X  76 VER RELATÓRIO  MIN
317,Liga Sorocabana,VipTech CMB,20/02/2018 19:30,fora,2º TURNO,Equipe,9,48,52,82,15,18,12,31,43,18,7,1,21,20,14,0,47,42,29,57,76,148,67.0,4.0,vitória,6,68,3.4,20,BOT 70  X  76 VER RELATÓRIO  MIN
318,Fortaleza Basquete,Mogi das Cruzes,23/02/2018 20:15,casa,2º TURNO,Equipe,30,84,42,82,10,16,8,26,34,8,7,1,19,21,8,1,25,20,30,69,82,182,76.0,2.0,vitória,2,71,3.23,22,CMO 72  X  76 VER RELATÓRIO  LSB
319,Mogi das Cruzes,Fortaleza Basquete,23/02/2018 20:15,fora,2º TURNO,Equipe,30,81,40,74,10,15,10,32,42,19,8,2,21,17,12,1,31,26,29,64,80,170,72.0,-2.0,derrota,4,71,3.94,18,CMO 72  X  76 VER RELATÓRIO  LSB
320,Vitória,Mogi das Cruzes,24/02/2018 14:00,casa,2º TURNO,Equipe,27,78,40,80,10,14,13,25,38,21,9,1,15,15,18,2,29,29,27,66,77,172,77.0,5.0,vitória,6,75,3.57,21,CEA 82  X  80 VER RELATÓRIO  MOG
321,Mogi das Cruzes,Vitória,24/02/2018 14:00,fora,2º TURNO,Equipe,33,87,30,62,9,12,6,21,27,18,14,0,15,15,20,1,29,29,25,60,72,161,79.0,-5.0,derrota,6,75,3.95,19,CEA 82  X  80 VER RELATÓRIO  MOG
322,KTO Caxias do Sul,Fortaleza Basquete,26/02/2018 19:30,casa,2º TURNO,Equipe,18,66,32,80,17,20,5,30,35,8,14,1,23,21,14,1,29,23,21,62,67,166,79.0,7.0,vitória,4,76,3.62,21,VIT 77  X  72 VER RELATÓRIO  MOG
323,Fortaleza Basquete,KTO Caxias do Sul,26/02/2018 19:30,fora,2º TURNO,Equipe,18,72,32,76,10,15,12,34,46,11,8,0,23,22,19,0,18,12,22,62,60,163,76.0,-7.0,derrota,6,75,3.95,19,VIT 77  X  72 VER RELATÓRIO  MOG
324,VipTech CMB,Botafogo,27/02/2018 19:30,casa,2º TURNO,Equipe,30,87,28,68,13,18,11,29,40,15,3,2,11,15,10,1,37,32,23,63,71,173,70.0,11.0,vitória,6,67,3.19,21,CAX 67  X  60 VER RELATÓRIO  CEA
325,Botafogo,VipTech CMB,27/02/2018 19:30,fora,2º TURNO,Equipe,12,57,40,92,8,12,12,30,42,15,7,1,16,11,8,0,27,22,24,65,60,161,66.0,-11.0,derrota,4,68,3.58,19,CAX 67  X  60 VER RELATÓRIO  CEA
326,Joinville   AABJ ,Vitória,27/02/2018 20:15,casa,2º TURNO,Equipe,18,96,26,60,8,12,7,28,35,11,10,4,15,14,12,4,33,38,15,62,52,168,72.0,-16.0,derrota,3,71,3.23,22,CMO 71  X  60 VER RELATÓRIO  BOT
327,Vitória,Joinville   AABJ ,27/02/2018 20:15,fora,2º TURNO,Equipe,27,66,30,68,11,15,6,38,44,12,8,4,14,14,13,1,36,40,23,56,68,149,70.0,16.0,vitória,7,71,3.94,18,CMO 71  X  60 VER RELATÓRIO  BOT
328,Bauru,Liga Sorocabana,28/02/2018 20:00,casa,2º TURNO,Equipe,48,99,38,68,9,12,11,28,39,23,5,7,18,15,16,5,21,30,30,67,95,179,77.0,22.0,vitória,9,73,4.29,17,JLE 52  X  68 VER RELATÓRIO  VIT
329,Liga Sorocabana,Bauru,28/02/2018 20:00,fora,2º TURNO,Equipe,9,45,46,100,18,21,12,24,36,6,12,0,18,18,14,0,34,44,26,65,73,166,75.0,-22.0,derrota,4,74,3.22,23,JLE 52  X  68 VER RELATÓRIO  VIT
330,Paulistano,Botafogo,28/02/2018 20:00,casa,2º TURNO,Equipe,63,129,38,58,11,17,17,32,49,31,8,4,15,18,12,2,29,39,38,72,112,204,75.0,48.0,vitória,8,75,3.95,19,BAU 95  X  73 VER RELATÓRIO  LSB
331,Botafogo,Paulistano,28/02/2018 20:00,fora,2º TURNO,Equipe,9,54,48,108,7,16,13,17,30,16,6,4,18,15,11,0,38,46,27,72,64,178,77.0,-48.0,derrota,3,76,3.62,21,BAU 95  X  73 VER RELATÓRIO  LSB
332,VipTech CMB,Vasco da Gama,01/03/2018 19:30,casa,2º TURNO,Equipe,33,81,32,64,14,19,11,18,29,15,6,3,22,21,15,1,42,37,26,59,79,164,71.0,-10.0,derrota,4,71,3.23,22,CAP 112  X  64 VER RELATÓRIO  BOT
333,Vasco da Gama,VipTech CMB,01/03/2018 19:30,fora,2º TURNO,Equipe,33,72,44,62,12,17,5,22,27,21,7,2,21,21,15,2,42,37,31,55,89,151,73.0,10.0,vitória,7,70,3.89,18,CAP 112  X  64 VER RELATÓRIO  BOT
334,Bauru,Pinheiros,01/03/2018 20:15,casa,2º TURNO,Equipe,27,87,36,56,22,31,10,30,40,12,4,1,31,23,16,1,32,27,26,57,85,174,75.0,1.0,vitória,7,74,3.36,22,CMO 79  X  89 VER RELATÓRIO  VAS
335,Pinheiros,Bauru,01/03/2018 20:15,fora,2º TURNO,Equipe,24,78,40,78,20,33,13,24,37,9,7,3,25,29,8,1,30,25,27,65,84,189,74.0,-1.0,derrota,3,74,3.22,23,CMO 79  X  89 VER RELATÓRIO  VAS
336,Joinville   AABJ ,Fortaleza Basquete,02/03/2018 20:00,casa,2º TURNO,Equipe,18,90,46,70,9,13,9,21,30,16,16,3,19,16,8,2,23,33,27,65,73,173,70.0,14.0,vitória,3,69,3.29,21,BAU 85  X  84 VER RELATÓRIO  PIN
337,Fortaleza Basquete,Joinville   AABJ ,02/03/2018 20:00,fora,2º TURNO,Equipe,18,81,28,70,13,18,22,27,49,10,5,0,17,19,21,1,17,27,19,62,59,169,68.0,-14.0,derrota,3,70,3.68,19,BAU 85  X  84 VER RELATÓRIO  PIN
338,KTO Caxias do Sul,Vitória,02/03/2018 20:00,casa,2º TURNO,Equipe,24,69,46,86,9,12,8,26,34,19,2,1,18,19,7,1,17,12,30,66,79,167,70.0,1.0,vitória,5,65,3.42,19,JLE 73  X  59 VER RELATÓRIO  CEA
339,Vitória,KTO Caxias do Sul,02/03/2018 20:00,fora,2º TURNO,Equipe,24,63,38,76,16,19,8,28,36,15,4,1,19,18,6,1,28,23,26,59,78,158,65.0,-1.0,derrota,7,65,3.1,21,JLE 73  X  59 VER RELATÓRIO  CEA
340,Sesi Franca,Liga Sorocabana,02/03/2018 20:05,casa,2º TURNO,Equipe,18,66,50,88,6,10,10,27,37,17,6,2,15,17,14,3,22,17,28,66,74,164,74.0,7.0,vitória,7,72,4.0,18,CAX 79  X  78 VER RELATÓRIO  VIT
341,Liga Sorocabana,Sesi Franca,02/03/2018 20:05,fora,2º TURNO,Equipe,18,66,44,86,5,8,10,26,36,12,9,2,17,12,14,0,39,33,28,65,67,160,72.0,-7.0,derrota,4,72,3.27,22,CAX 79  X  78 VER RELATÓRIO  VIT
342,Paulistano,Vasco da Gama,02/03/2018 20:10,casa,2º TURNO,Equipe,27,78,58,94,17,19,12,33,45,22,5,1,18,20,9,4,41,36,34,73,102,191,78.0,43.0,vitória,11,73,3.65,20,FRA 74  X  67 VER RELATÓRIO  LSB
343,Vasco da Gama,Paulistano,02/03/2018 20:10,fora,2º TURNO,Equipe,15,57,36,88,8,13,8,22,30,17,6,2,22,18,14,0,31,26,23,63,59,158,74.0,-43.0,derrota,3,74,3.7,20,FRA 74  X  67 VER RELATÓRIO  LSB
344,Flamengo,Minas,03/03/2018 14:00,casa,2º TURNO,Equipe,30,75,54,86,12,16,10,23,33,21,9,0,20,17,7,3,25,19,34,68,96,177,71.0,12.0,vitória,8,69,3.45,20,CAP 102  X  59 VER RELATÓRIO  VAS
345,Minas,Flamengo,03/03/2018 14:00,fora,2º TURNO,Equipe,21,78,50,70,13,21,9,23,32,19,6,1,19,17,13,4,31,26,28,61,84,169,73.0,-12.0,derrota,6,69,3.45,20,CAP 102  X  59 VER RELATÓRIO  VAS
346,Sesi Franca,Pinheiros,03/03/2018 20:00,casa,2º TURNO,Equipe,21,69,50,82,16,22,7,29,36,24,12,3,31,19,11,1,32,26,31,64,87,173,77.0,8.0,vitória,8,75,4.17,18,FLA 96  X  84 VER RELATÓRIO  MIN
347,Pinheiros,Sesi Franca,03/03/2018 20:00,fora,2º TURNO,Equipe,21,69,30,60,28,36,6,27,33,10,6,0,21,29,19,3,29,24,19,53,79,165,81.0,-8.0,derrota,4,75,3.41,22,FLA 96  X  84 VER RELATÓRIO  MIN
348,Vitória,Bauru,04/03/2018 11:00,casa,2º TURNO,Equipe,33,57,32,76,17,20,8,25,33,14,6,2,16,17,15,1,31,26,26,57,82,153,72.0,5.0,vitória,4,69,3.29,21,FRA 87  X  79 VER RELATÓRIO  PIN
349,Bauru,Vitória,04/03/2018 11:00,fora,2º TURNO,Equipe,18,84,48,76,11,16,11,23,34,13,12,2,17,16,7,1,28,23,29,66,77,176,70.0,-5.0,derrota,6,70,3.68,19,FRA 87  X  79 VER RELATÓRIO  PIN
350,Liga Sorocabana,Flamengo,05/03/2018 19:30,casa,2º TURNO,Equipe,15,57,36,92,12,13,12,25,37,13,6,4,23,13,8,2,43,51,21,65,63,162,67.0,-7.0,derrota,5,65,2.83,23,VIT 82  X  77 VER RELATÓRIO  BAU
351,Flamengo,Liga Sorocabana,05/03/2018 19:30,fora,2º TURNO,Equipe,18,63,32,66,20,26,10,30,40,10,4,3,14,23,10,0,13,23,22,54,70,155,66.0,7.0,vitória,5,65,3.82,17,VIT 82  X  77 VER RELATÓRIO  BAU
352,Botafogo,Joinville   AABJ ,06/03/2018 19:00,casa,2º TURNO,Equipe,39,66,36,84,13,16,13,26,39,20,5,1,24,20,12,1,40,36,30,64,88,166,69.0,11.0,vitória,9,71,3.74,19,LSB 63  X  70 VER RELATÓRIO  FLA
353,Joinville   AABJ ,Botafogo,06/03/2018 19:00,fora,2º TURNO,Equipe,24,75,30,50,23,32,1,21,22,12,8,2,22,23,12,2,15,15,21,50,77,157,74.0,-11.0,derrota,7,72,3.43,21,LSB 63  X  70 VER RELATÓRIO  FLA
354,Vasco da Gama,KTO Caxias do Sul,06/03/2018 20:00,casa,2º TURNO,Equipe,18,60,36,70,16,18,6,21,27,19,3,2,15,17,16,0,36,31,24,55,70,148,74.0,-17.0,derrota,6,72,3.6,20,BOT 88  X  77 VER RELATÓRIO  JLE
355,KTO Caxias do Sul,Vasco da Gama,06/03/2018 20:00,fora,2º TURNO,Equipe,27,57,48,80,12,12,4,26,30,22,6,2,17,15,13,1,30,25,32,59,87,149,73.0,17.0,vitória,7,72,3.6,20,BOT 88  X  77 VER RELATÓRIO  JLE
356,Pinheiros,Flamengo,06/03/2018 20:00,casa,2º TURNO,Equipe,21,60,32,70,14,30,5,22,27,11,11,1,19,23,12,0,27,32,23,55,67,160,75.0,-11.0,derrota,4,72,3.43,21,VAS 70  X  87 VER RELATÓRIO  CAX
357,Flamengo,Pinheiros,06/03/2018 20:00,fora,2º TURNO,Equipe,30,60,36,72,12,18,7,32,39,15,5,1,24,18,18,1,22,27,27,56,78,150,75.0,11.0,vitória,6,72,3.79,19,VAS 70  X  87 VER RELATÓRIO  CAX
358,Vasco da Gama,Joinville   AABJ ,08/03/2018 19:30,casa,2º TURNO,Equipe,27,96,44,62,12,16,8,30,38,24,10,0,14,16,12,1,25,20,30,63,83,174,74.0,27.0,vitória,8,73,4.06,18,PIN 67  X  78 VER RELATÓRIO  FLA
359,Joinville   AABJ ,Vasco da Gama,08/03/2018 19:30,fora,2º TURNO,Equipe,18,87,34,68,4,4,9,25,34,16,6,2,16,14,16,3,23,18,20,63,56,159,71.0,-27.0,derrota,3,72,3.43,21,PIN 67  X  78 VER RELATÓRIO  FLA
360,Botafogo,KTO Caxias do Sul,08/03/2018 20:00,casa,2º TURNO,Equipe,33,78,28,62,15,17,6,34,40,15,15,3,26,19,25,2,33,28,23,57,76,157,83.0,9.0,vitória,8,81,3.86,21,VAS 83  X  56 VER RELATÓRIO  JLE
361,KTO Caxias do Sul,Botafogo,08/03/2018 20:00,fora,2º TURNO,Equipe,21,60,30,78,16,31,10,27,37,11,15,2,21,25,20,1,18,13,21,59,67,169,82.0,-9.0,derrota,3,82,4.32,19,VAS 83  X  56 VER RELATÓRIO  JLE
362,Sesi Franca,Mogi das Cruzes,08/03/2018 20:00,casa,2º TURNO,Equipe,24,111,44,76,7,20,17,29,46,15,4,2,20,18,5,3,27,22,27,75,75,207,71.0,2.0,vitória,5,69,3.45,20,BOT 76  X  67 VER RELATÓRIO  CAX
363,Mogi das Cruzes,Sesi Franca,08/03/2018 20:00,fora,2º TURNO,Equipe,24,75,34,62,15,21,5,33,38,17,3,2,18,20,11,0,32,27,25,56,73,158,70.0,-2.0,derrota,5,70,3.5,20,BOT 76  X  67 VER RELATÓRIO  CAX
364,VipTech CMB,Paulistano,08/03/2018 20:10,casa,2º TURNO,Equipe,24,87,32,72,10,17,12,21,33,19,4,0,18,16,18,1,31,26,23,65,66,176,79.0,-45.0,derrota,3,78,3.55,22,FRA 75  X  73 VER RELATÓRIO  MOG
365,Paulistano,VipTech CMB,08/03/2018 20:10,fora,2º TURNO,Equipe,42,99,56,86,13,16,12,31,43,32,11,2,16,17,9,8,39,34,34,76,111,201,80.0,45.0,vitória,10,77,4.53,17,FRA 75  X  73 VER RELATÓRIO  MOG
366,Mogi das Cruzes,Flamengo,08/03/2018 20:15,casa,2º TURNO,Equipe,27,99,32,78,13,17,14,20,34,14,12,3,20,15,5,4,29,24,21,72,72,194,70.0,-3.0,derrota,6,68,3.4,20,CMO 66  X  111 VER RELATÓRIO  CAP
367,Flamengo,Mogi das Cruzes,08/03/2018 20:15,fora,2º TURNO,Equipe,27,75,30,64,18,21,11,35,46,15,3,3,16,18,13,0,19,14,24,57,75,160,68.0,3.0,vitória,6,67,3.35,20,CMO 66  X  111 VER RELATÓRIO  CAP
368,Pinheiros,Minas,10/03/2018 14:00,casa,2º TURNO,Equipe,9,48,46,94,7,16,11,28,39,12,10,2,18,20,13,0,25,20,26,63,62,158,71.0,-2.0,derrota,4,70,3.5,20,MOG 72  X  75 VER RELATÓRIO  FLA
369,Minas,Pinheiros,10/03/2018 14:00,fora,2º TURNO,Equipe,15,57,38,80,11,16,7,29,36,18,9,9,20,16,15,1,30,25,23,59,64,153,74.0,2.0,vitória,3,71,3.55,20,MOG 72  X  75 VER RELATÓRIO  FLA
370,Fortaleza Basquete,Sesi Franca,10/03/2018 18:00,casa,2º TURNO,Equipe,27,90,34,66,14,23,10,33,43,7,6,3,24,22,10,1,26,21,25,63,75,179,73.0,2.0,vitória,5,70,3.68,19,PIN 62  X  64 VER RELATÓRIO  MIN
371,Sesi Franca,Fortaleza Basquete,10/03/2018 18:00,fora,2º TURNO,Equipe,33,99,26,62,14,23,13,30,43,10,4,5,23,24,12,1,30,25,23,64,73,184,72.0,-2.0,derrota,5,70,3.33,21,PIN 62  X  64 VER RELATÓRIO  MIN
372,Botafogo,Flamengo,11/03/2018 11:00,casa,2º TURNO,Equipe,27,69,46,90,11,15,10,24,34,18,8,1,20,16,11,2,27,21,30,68,84,174,75.0,-6.0,derrota,8,74,3.89,19,CEA 75  X  73 VER RELATÓRIO  FRA
373,Flamengo,Botafogo,11/03/2018 11:00,fora,2º TURNO,Equipe,21,66,56,88,13,16,9,25,34,23,5,1,17,20,11,2,22,17,33,66,90,170,74.0,6.0,vitória,8,73,3.48,21,CEA 75  X  73 VER RELATÓRIO  FRA
374,Mogi das Cruzes,Minas,12/03/2018 19:00,casa,2º TURNO,Equipe,24,63,44,72,8,10,8,34,42,19,10,1,17,15,15,2,29,24,28,57,76,145,68.0,37.0,vitória,0,69,3.63,19,BOT 84  X  90 VER RELATÓRIO  FLA
375,Minas,Mogi das Cruzes,12/03/2018 19:00,fora,2º TURNO,Equipe,18,72,16,62,5,10,8,20,28,9,9,3,15,17,17,2,27,22,12,55,39,144,69.0,-37.0,derrota,0,69,3.29,21,BOT 84  X  90 VER RELATÓRIO  FLA
376,Vitória,Sesi Franca,12/03/2018 20:00,casa,2º TURNO,Equipe,21,66,42,90,22,31,11,23,34,16,12,0,24,24,16,4,29,39,24,67,85,187,85.0,-7.0,derrota,3,78,3.9,20,MOG 76  X  39 VER RELATÓRIO  MIN
377,Sesi Franca,Vitória,12/03/2018 20:00,fora,2º TURNO,Equipe,33,66,46,84,13,21,7,24,31,17,9,1,25,22,17,2,27,37,32,64,92,171,81.0,7.0,vitória,3,78,3.9,20,MOG 76  X  39 VER RELATÓRIO  MIN
378,Liga Sorocabana,Minas,13/03/2018 19:30,casa,2º TURNO,Equipe,18,48,28,78,8,17,11,20,31,16,7,2,16,17,17,0,29,34,20,55,54,143,68.0,-21.0,derrota,2,67,3.19,21,VIT 85  X  92 VER RELATÓRIO  FRA
379,Minas,Liga Sorocabana,13/03/2018 19:30,fora,2º TURNO,Equipe,18,69,38,60,19,22,8,27,35,20,12,2,17,16,13,2,28,33,23,53,75,151,67.0,21.0,vitória,9,68,3.58,19,VIT 85  X  92 VER RELATÓRIO  FRA
380,Bauru,Mogi das Cruzes,14/03/2018 20:00,casa,2º TURNO,Equipe,33,102,32,66,10,13,11,29,40,11,3,2,19,15,9,1,25,35,26,67,75,181,71.0,-1.0,derrota,3,64,3.56,18,LSB 54  X  75 VER RELATÓRIO  MIN
381,Mogi das Cruzes,Bauru,14/03/2018 20:00,fora,2º TURNO,Equipe,27,93,42,68,7,13,7,25,32,19,4,3,15,18,5,1,34,44,29,65,76,174,69.0,1.0,vitória,5,63,2.86,22,LSB 54  X  75 VER RELATÓRIO  MIN
382,Fortaleza Basquete,Bauru,15/03/2018 20:00,casa,2º TURNO,Equipe,39,105,24,64,18,24,11,28,39,8,7,2,20,22,7,2,23,18,23,67,81,193,73.0,1.0,vitória,6,72,3.79,19,BAU 75  X  76 VER RELATÓRIO  MOG
383,Bauru,Fortaleza Basquete,15/03/2018 20:00,fora,2º TURNO,Equipe,27,87,42,68,11,18,9,32,41,21,6,3,23,19,12,1,31,26,29,63,80,173,73.0,-1.0,derrota,9,72,3.43,21,BAU 75  X  76 VER RELATÓRIO  MOG
384,Sesi Franca,Vasco da Gama,21/03/2018 19:30,casa,2º TURNO,Equipe,30,69,56,88,7,9,9,31,40,26,11,2,20,15,15,10,28,23,28,67,93,166,77.0,32.0,vitória,8,76,3.62,21,CEA 81  X  80 VER RELATÓRIO  BAU
385,Vasco da Gama,Sesi Franca,21/03/2018 19:30,fora,2º TURNO,Equipe,12,57,38,84,11,18,5,21,26,8,6,0,15,20,15,0,26,21,23,61,61,159,79.0,-32.0,derrota,4,76,4.0,19,CEA 81  X  80 VER RELATÓRIO  BAU
386,Flamengo,Fortaleza Basquete,24/03/2018 14:00,casa,2º TURNO,Equipe,18,78,50,84,19,24,8,28,36,21,4,1,19,19,5,1,20,15,30,68,87,186,75.0,2.0,vitória,7,74,3.89,19,FRA 93  X  61 VER RELATÓRIO  VAS
387,Fortaleza Basquete,Flamengo,24/03/2018 14:00,fora,2º TURNO,Equipe,36,105,36,74,13,17,14,31,45,15,4,2,19,18,10,3,19,14,27,72,85,196,75.0,-2.0,derrota,6,74,3.52,21,FRA 93  X  61 VER RELATÓRIO  VAS
388,Minas,Vitória,25/03/2018 11:00,casa,2º TURNO,Equipe,27,105,34,62,19,30,13,34,47,24,11,2,22,25,14,3,35,29,23,66,80,197,79.0,2.0,vitória,5,80,3.64,22,FLA 87  X  85 VER RELATÓRIO  CEA
389,Vitória,Minas,25/03/2018 11:00,fora,2º TURNO,Equipe,30,78,30,86,18,23,14,28,42,15,10,1,25,19,15,1,41,36,24,69,78,187,81.0,-2.0,derrota,5,81,3.52,23,FLA 87  X  85 VER RELATÓRIO  CEA
